,image,label
13463,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_76183098.jpg,happy
13464,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_88588242.jpg,neutral
13465,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_72201956.jpg,fear
13466,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_68820451.jpg,neutral
13467,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_34590244.jpg,happy
13468,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_83656156.jpg,angry
13469,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_25293667.jpg,neutral
13470,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_27518915.jpg,happy
13471,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_2256178.jpg,fear
13472,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_23208844.jpg,fear
13473,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_93591794.jpg,neutral
13474,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_73083745.jpg,surprise
13475,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_73502774.jpg,neutral
13476,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_82035065.jpg,happy
13477,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_49621916.jpg,happy
13478,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_18932868.jpg,neutral
13479,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_11766315.jpg,neutral
13480,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_69064878.jpg,neutral
13481,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_31752247.jpg,angry
13482,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_78952706.jpg,neutral
13483,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_29571687.jpg,happy
13484,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_50683673.jpg,surprise
13485,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_91159811.jpg,sad
13486,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_28038854.jpg,neutral
13487,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_64242438.jpg,sad
13488,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_35378740.jpg,neutral
13489,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_56399785.jpg,happy
13490,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_32014394.jpg,sad
13491,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_66594006.jpg,angry
13492,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_44950675.jpg,neutral
13493,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_81696549.jpg,neutral
13494,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_84303463.jpg,angry
13495,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_42622027.jpg,fear
13496,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_32262487.jpg,neutral
13497,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_76629123.jpg,fear
13498,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_26550876.jpg,fear
13499,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_21689607.jpg,neutral
13500,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_98573405.jpg,happy
13501,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_17188504.jpg,fear
13502,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_5453423.jpg,fear
13503,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_5866908.jpg,happy
13504,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_75769507.jpg,neutral
13505,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_20326127.jpg,angry
13506,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_28363929.jpg,sad
13507,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_85083619.jpg,sad
13508,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_94164371.jpg,surprise
13509,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_72093577.jpg,sad
13510,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_19182154.jpg,happy
13511,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_35384724.jpg,fear
13512,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_75474930.jpg,happy
13513,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_24759868.jpg,angry
13514,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_53089411.jpg,happy
13515,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_50944592.jpg,sad
13516,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_89815263.jpg,happy
13517,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_63109430.jpg,happy
13518,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_50270885.jpg,angry
13519,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_59460308.jpg,fear
13520,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_69884280.jpg,surprise
13521,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_91512451.jpg,happy
13522,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_77185356.jpg,neutral
13523,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_803556.jpg,angry
13524,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_77904914.jpg,neutral
13525,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_72990947.jpg,angry
13526,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_52388864.jpg,neutral
13527,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_4975127.jpg,surprise
13528,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_48294390.jpg,happy
13529,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_5906321.jpg,fear
13530,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_18470186.jpg,happy
13531,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_60655724.jpg,surprise
13532,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_57361655.jpg,fear
13533,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_38060810.jpg,sad
13534,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_18809541.jpg,disgust
13535,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_44453768.jpg,angry
13536,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_37183846.jpg,fear
13537,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_1603531.jpg,fear
13538,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_42702894.jpg,sad
13539,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_48384122.jpg,neutral
13540,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_63531224.jpg,sad
13541,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_75916013.jpg,surprise
13542,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_57090147.jpg,surprise
13543,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_68073745.jpg,happy
13544,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_87943242.jpg,neutral
13545,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_11020660.jpg,fear
13546,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_76412557.jpg,happy
13547,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_78982025.jpg,surprise
13548,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_40815601.jpg,sad
13549,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_17717830.jpg,sad
13550,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_58755229.jpg,sad
13551,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_91606902.jpg,angry
13552,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_11206878.jpg,happy
13553,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_60394235.jpg,sad
13554,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_48721427.jpg,fear
13555,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_41936099.jpg,happy
13556,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_48552035.jpg,happy
13557,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_20087082.jpg,sad
13558,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_28759987.jpg,sad
13559,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_87509751.jpg,happy
13560,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_51444589.jpg,angry
13561,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_87857337.jpg,sad
13562,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_71045194.jpg,neutral
13563,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_97064054.jpg,happy
13564,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_6088478.jpg,neutral
13565,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_9404389.jpg,fear
13566,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_6241670.jpg,surprise
13567,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_43103396.jpg,angry
13568,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_90875794.jpg,happy
13569,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_85101870.jpg,surprise
13570,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_13647830.jpg,disgust
13571,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_24605598.jpg,neutral
13572,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_8477832.jpg,fear
13573,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_60972560.jpg,fear
13574,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_90049604.jpg,neutral
13575,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_18725515.jpg,happy
13576,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_97835192.jpg,fear
13577,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_51063325.jpg,sad
13578,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_40159149.jpg,neutral
13579,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_77332384.jpg,sad
13580,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_26071628.jpg,neutral
13581,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_60832888.jpg,neutral
13582,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_40238410.jpg,fear
13583,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_2828595.jpg,sad
13584,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_19816711.jpg,neutral
13585,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_91923802.jpg,happy
13586,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_76819380.jpg,angry
13587,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_48825644.jpg,happy
13588,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_41820213.jpg,happy
13589,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_63537795.jpg,neutral
13590,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_4304065.jpg,sad
13591,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_80632771.jpg,surprise
13592,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_74600155.jpg,sad
13593,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_77113075.jpg,sad
13594,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_34300903.jpg,happy
13595,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_77086305.jpg,fear
13596,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_57776918.jpg,surprise
13597,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_88066091.jpg,happy
13598,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_4189496.jpg,angry
13599,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_42720605.jpg,surprise
13600,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_64612877.jpg,fear
13601,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_96974766.jpg,happy
13602,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_24090674.jpg,happy
13603,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_70256694.jpg,happy
13604,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_48989187.jpg,fear
13605,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_3358021.jpg,angry
13606,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_61274746.jpg,sad
13607,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_17656657.jpg,sad
13608,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_16659422.jpg,fear
13609,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_37421015.jpg,neutral
13610,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_86041890.jpg,neutral
13611,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_85069128.jpg,surprise
13612,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_15287801.jpg,sad
13613,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_67152452.jpg,fear
13614,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_83013788.jpg,neutral
13615,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_45649512.jpg,fear
13616,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_89014555.jpg,neutral
13617,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_59013174.jpg,sad
13618,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_80538316.jpg,fear
13619,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_13299361.jpg,happy
13620,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_545062.jpg,fear
13621,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_30800492.jpg,surprise
13622,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_46472455.jpg,sad
13623,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_19551846.jpg,fear
13624,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_20665780.jpg,happy
13625,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_48037128.jpg,sad
13626,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_99170268.jpg,neutral
13627,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_29912845.jpg,surprise
13628,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_72131110.jpg,happy
13629,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_69877865.jpg,neutral
13630,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_54109445.jpg,happy
13631,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_22404802.jpg,happy
13632,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_60300559.jpg,surprise
13633,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_11981883.jpg,sad
13634,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_81089879.jpg,angry
13635,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_45416934.jpg,happy
13636,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_32760455.jpg,fear
13637,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_96426594.jpg,happy
13638,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_72544904.jpg,angry
13639,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_22760662.jpg,happy
13640,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_39427656.jpg,happy
13641,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_56213460.jpg,happy
13642,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_90648037.jpg,angry
13643,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_75227462.jpg,neutral
13644,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_70344662.jpg,disgust
13645,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_79965780.jpg,neutral
13646,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_76922186.jpg,happy
13647,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_26550588.jpg,happy
13648,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_59288634.jpg,sad
13649,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_62451335.jpg,sad
13650,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_89106192.jpg,happy
13651,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_16565357.jpg,happy
13652,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_86804158.jpg,happy
13653,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_89127000.jpg,sad
13654,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_70465721.jpg,happy
13655,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_40467308.jpg,happy
13656,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_96997789.jpg,neutral
13657,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_29542155.jpg,neutral
13658,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_63537808.jpg,happy
13659,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_62462477.jpg,happy
13660,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_48205255.jpg,neutral
13661,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_24917234.jpg,angry
13662,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_73109136.jpg,sad
13663,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_33452599.jpg,sad
13664,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_94234220.jpg,surprise
13665,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_75662418.jpg,surprise
13666,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_10740356.jpg,angry
13667,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_93691368.jpg,sad
13668,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_76860074.jpg,surprise
13669,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_64708688.jpg,fear
13670,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_57173041.jpg,neutral
13671,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_32562660.jpg,surprise
13672,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_69134390.jpg,angry
13673,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_87752402.jpg,surprise
13674,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_99291059.jpg,angry
13675,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_48376991.jpg,angry
13676,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_34752292.jpg,surprise
13677,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_7600972.jpg,happy
13678,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_10612911.jpg,happy
13679,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_88591042.jpg,sad
13680,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_28577341.jpg,surprise
13681,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_79038058.jpg,happy
13682,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_50063961.jpg,happy
13683,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_34587538.jpg,sad
13684,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_23214844.jpg,happy
13685,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_54281620.jpg,surprise
13686,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_4482454.jpg,neutral
13687,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_36495674.jpg,angry
13688,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_33289972.jpg,fear
13689,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_39477077.jpg,neutral
13690,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_74757866.jpg,surprise
13691,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_70731802.jpg,angry
13692,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_57614324.jpg,sad
13693,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_84139549.jpg,sad
13694,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_1585712.jpg,neutral
13695,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_70942319.jpg,fear
13696,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_593915.jpg,fear
13697,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_57174061.jpg,fear
13698,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_84435400.jpg,happy
13699,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_68554007.jpg,surprise
13700,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_54685146.jpg,angry
13701,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_2433973.jpg,neutral
13702,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_35617597.jpg,fear
13703,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_27362852.jpg,neutral
13704,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_37281489.jpg,angry
13705,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_7032799.jpg,happy
13706,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_9932811.jpg,surprise
13707,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_24422889.jpg,angry
13708,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_84701834.jpg,angry
13709,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_25466686.jpg,surprise
13710,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_66370718.jpg,happy
13711,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_27994003.jpg,angry
13712,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_99443450.jpg,sad
13713,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_84029037.jpg,sad
13714,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_48931842.jpg,neutral
13715,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_87933941.jpg,neutral
13716,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_51631110.jpg,surprise
13717,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_5933161.jpg,sad
13718,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_4464566.jpg,angry
13719,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_56169699.jpg,sad
13720,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_19209073.jpg,disgust
13721,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_19103156.jpg,sad
13722,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_38969663.jpg,angry
13723,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_50664337.jpg,sad
13724,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_51516861.jpg,happy
13725,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_18817248.jpg,sad
13726,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_5193292.jpg,happy
13727,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_16236915.jpg,neutral
13728,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_98998301.jpg,happy
13729,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_97680629.jpg,sad
13730,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_51867297.jpg,neutral
13731,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_98117808.jpg,happy
13732,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_23696276.jpg,neutral
13733,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_43230822.jpg,fear
13734,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_3250157.jpg,sad
13735,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_91863496.jpg,neutral
13736,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_29333667.jpg,neutral
13737,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_11497637.jpg,sad
13738,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_43685412.jpg,fear
13739,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_99979234.jpg,fear
13740,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_27528830.jpg,happy
13741,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_25282295.jpg,angry
13742,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_68748817.jpg,fear
13743,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_88332816.jpg,neutral
13744,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_8662505.jpg,neutral
13745,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_18299440.jpg,sad
13746,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_39402374.jpg,neutral
13747,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_7045780.jpg,sad
13748,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_10691075.jpg,neutral
13749,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_22033863.jpg,happy
13750,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_55788740.jpg,happy
13751,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_2206771.jpg,sad
13752,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_71634886.jpg,happy
13753,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_40219817.jpg,happy
13754,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_30721552.jpg,surprise
13755,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_64152545.jpg,sad
13756,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_28302728.jpg,surprise
13757,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_66778513.jpg,sad
13758,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_13701480.jpg,happy
13759,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_44495606.jpg,surprise
13760,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_99094998.jpg,fear
13761,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_92400462.jpg,fear
13762,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_65190032.jpg,happy
13763,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_16052786.jpg,angry
13764,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_74602644.jpg,happy
13765,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_18579707.jpg,neutral
13766,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_63776135.jpg,angry
13767,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_8939285.jpg,happy
13768,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_46377339.jpg,neutral
